posting_id,segment_index,segment,topic
P112,22,"The ability to carry out data quality control, validation and linkage",22
P112,23,Strong programming languages - SQL,33
P112,24,Strong problem-solving abilities and attention to detail,6
P112,25,Ability to work independently and as part of a team,78
P112,26,What you’ll get to learn (any previous experience would be advantageous),18
P112,27,Business focussed with a strong appreciation for/background in Tech,42
P112,28,Experience in business intelligence and analytics platforms - Tableau,8
P112,29,Experience with using the delivery tool Jira,54
P112,30,Where And How You'll Work,46
P112,31,This is a permanent position based in our Nottingham office.,3
P112,32,We have a hybrid working model which gives you flexibility to work from our offices and from home.,3
P112,33,"We’re big on collaboration and connection, so you’ll be based in our Nottingham office 3 days a week on Tuesdays, Wednesdays and Thursdays.",3
P112,34,"Many of our associates have flexible working arrangements, and we're open to talking about an arrangement that works for you.",3
P112,35,What’s In It For You,46
P112,36,Bring us all this - and you’ll be well rewarded with a role contributing to the roadmap of an organisation committed to transformation,42
P112,37,"We offer high performers strong and diverse career progression, investing heavily in developing great people through our Capital One University training programmes (and appropriate external providers)",7
P112,38,"Immediate access to our core benefits including pension scheme, bonus, generous holiday entitlement and private medical insurance – with flexible benefits available including season-ticket loans, cycle to work scheme and enhanced parental leave",5
P112,39,"Open-plan workspaces and accessible facilities designed to inspire and support you. Our Nottingham head-office has a fully-serviced gym, subsidised restaurant, mindfulness and music rooms. In London, you can heighten your mood with a run on our rooftop running track or an espresso at the Workshop Coffee café",3
P112,40,What You Should Know About How We Recruit,2
P112,41,"We pride ourselves on hiring the best people, not the same people.",0
P112,42,Building diverse and inclusive teams is the right thing to do and the smart thing to do.,0
P112,43,"We want to work with top talent: whoever you are, whatever you look like, wherever you come from.",0
P112,44,"We know it’s about what you do, not just what you say.",0
P112,45,That’s why we make our recruitment process fair and accessible.,2
P112,46,And we offer benefits that attract people at all ages and stages.,5
P112,47,"We also partner with organisations including the Women in Finance and Race At Work Charters, Stonewall and upReach to find people from every walk of life and help them thrive with us. We have a whole host of internal networks and support groups you could be involved in, to name a few:",42
P112,48,"REACH – Race Equality and Culture Heritage group focuses on representation, retention and engagement for associates from minority ethnic groups and allies",0
P112,49,OutFront – to provide LGBTQ+ support for all associates,0
P112,50,Mind Your Mind – signposting support and promoting positive mental wellbeing for all,49
P112,51,Women in Tech – promoting an inclusive environment in tech,0
P112,52,"EmpowHER - network of female associates and allies focusing on developing future leaders, particularly for female talent in our industry",0
P112,53,Capital One is committed to diversity in the workplace.,0
P112,54,"If you require a reasonable adjustment, please contact ukrecruitment@capitalone.com All information will be kept confidential and will only be used for the purpose of applying a reasonable adjustment.",2
P112,55,"For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com",2
P112,56,"Capital One does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.",2
P112,57,"Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).",10
